1.000000000000000000e+04,1.041264999999999964e+04,1.000000000000000000e+04,1.039162999999999920e+04
1.031662000000000080e+04,1.047554000000000087e+04,1.007721999999999935e+04,1.030700000000000000e+04
1.030700000000000000e+04,1.038296999999999935e+04,9.940870000000000800e+03,1.010202000000000044e+04
1.009427000000000044e+04,1.029311000000000058e+04,9.884309999999999491e+03,1.015954999999999927e+04
1.016305999999999949e+04,1.045012999999999920e+04,1.004212000000000080e+04,1.041512999999999920e+04
1.041495999999999913e+04,1.044054999999999927e+04,1.015351000000000022e+04,1.034134000000000015e+04
1.034301000000000022e+04,1.041996999999999935e+04,1.022277000000000044e+04,1.033225000000000000e+04
1.033346999999999935e+04,1.035920000000000073e+04,1.002480999999999949e+04,1.030221999999999935e+04
1.030200000000000000e+04,1.035380999999999949e+04,1.008070000000000073e+04,1.024927000000000044e+04
1.025729999999999927e+04,1.027062999999999920e+04,1.013677000000000044e+04,1.018652000000000044e+04
1.018387000000000080e+04,1.025664999999999964e+04,1.009792000000000007e+04,1.015515999999999985e+04
1.015470000000000073e+04,1.033162000000000080e+04,9.530020000000000437e+03,1.024529999999999927e+04
1.024770000000000073e+04,1.027929999999999927e+04,1.007050000000000000e+04,1.016635000000000036e+04
1.016655999999999949e+04,1.017529999999999927e+04,9.912629999999999200e+03,9.983329999999999927e+03
9.992700000000000728e+03,1.008952000000000044e+04,9.857000000000000000e+03,1.002304000000000087e+04
1.002769000000000051e+04,1.004690999999999985e+04,9.620000000000000000e+03,9.701959999999999127e+03
8.683200000000000728e+03,9.792829999999999927e+03,8.645610000000000582e+03,8.645610000000000582e+03
8.493319999999999709e+03,8.725239999999999782e+03,8.200000000000000000e+03,8.430069999999999709e+03
8.428149999999999636e+03,8.464399999999999636e+03,7.700670000000000073e+03,8.060149999999999636e+03
8.061979999999999563e+03,8.260000000000000000e+03,7.851939999999999600e+03,8.176520000000000437e+03
8.178260000000000218e+03,8.311000000000000000e+03,8.001140000000000327e+03,8.195379999999999200e+03
8.199000000000000000e+03,8.226350000000000364e+03,7.888979999999999563e+03,8.041960000000000036e+03
8.042079999999999927e+03,8.331889999999999418e+03,7.709010000000000218e+03,8.285840000000000146e+03
8.285309999999999491e+03,8.499000000000000000e+03,8.171000000000000000e+03,8.290000000000000000e+03
8.290000000000000000e+03,8.365920000000000073e+03,8.149350000000000364e+03,8.352139999999999418e+03
8.353399999999999636e+03,8.386000000000000000e+03,8.020000000000000000e+03,8.220270000000000437e+03
8.219950000000000728e+03,8.227420000000000073e+03,7.979949999999999818e+03,8.130560000000000400e+03
8.130000000000000000e+03,8.175000000000000000e+03,8.010000000000000000e+03,8.122140000000000327e+03
8.122010000000000218e+03,8.148430000000000291e+03,7.760000000000000000e+03,7.852789999999999964e+03
7.851010000000000218e+03,8.330000000000000000e+03,7.764420000000000073e+03,8.186880000000000109e+03
8.188550000000000182e+03,8.322010000000000218e+03,8.103880000000000109e+03,8.167619999999999891e+03
8.168329999999999927e+03,8.700000000000000000e+03,8.113000000000000000e+03,8.559770000000000437e+03
8.559770000000000437e+03,8.640889999999999418e+03,8.419340000000000146e+03,8.556020000000000437e+03
8.557000000000000000e+03,8.788000000000000000e+03,8.210000000000000000e+03,8.255579999999999927e+03
8.255540000000000873e+03,8.397450000000000728e+03,8.248340000000000146e+03,8.300219999999999345e+03
8.300309999999999491e+03,8.456000000000000000e+03,8.137300000000000182e+03,8.274659999999999854e+03
8.274329999999999927e+03,8.381770000000000437e+03,8.205020000000000437e+03,8.346049999999999272e+03
8.346309999999999491e+03,8.408620000000000800e+03,8.080000000000000000e+03,8.160010000000000218e+03
8.160550000000000182e+03,8.184000000000000000e+03,7.900239999999999782e+03,7.992210000000000036e+03
7.994760000000000218e+03,8.124630000000000109e+03,7.930000000000000000e+03,8.069199999999999818e+03
8.069409999999999854e+03,8.117300000000000182e+03,7.812000000000000000e+03,7.943939999999999600e+03
7.945569999999999709e+03,8.108539999999999964e+03,7.852119999999999891e+03,7.947130000000000109e+03
